id,name,description,field_1,field_2,field_3,field_4,field_5,field_6,value,field_8,field_9,icon,detail_icon
903409,名牌球鞋,限量联名运动球鞋，独立编号未拆封，二级市场一直有人盯着这类盒况完整的货,1,3,4,1,2,2,10290,0,0,icon_cp_sp_04_009,icon_dj_cp_sp_04_009
903410,合金机器人模型,压铸合金机器人20处可动结构，盒损与全品之间价差比想象中大,1,3,4,1,2,2,4830,0,0,icon_cp_sp_04_010,icon_dj_cp_sp_04_010
903501,斯诺克纪念球杆,斯诺克选手签名手工球杆，北美白蜡木黑檀木握把，杆身刻着最后一杆147分的日期,1,3,5,6,1,6,46340,19,5,icon_cp_sp_05_001,icon_dj_cp_sp_05_001
903502,百乐门水晶吊灯,百乐门定制水晶吊灯2000片手工切割水晶，暖调光晕让拍品溢价高出一截,1,3,5,2,3,6,54940,23,6,icon_cp_sp_05_002,icon_dj_cp_sp_05_002
903503,苏绣龙袍,龙袍十万针五爪金龙，苏绣工艺最高代表,1,3,5,2,3,6,97460,41,11,icon_cp_sp_05_003,icon_dj_cp_sp_05_003
903504,明星卡,传奇艺人最后签名卡热压金属片，背面微刻建议零售价100万三月内收到匿名出价,1,3,5,1,1,1,10890,5,1,icon_cp_sp_05_004,icon_dj_cp_sp_05_004
903505,铂金胸针,雅叶铂金胸针隐密式镶嵌无爪托，凤凰造型，已知流通唯一局部片,1,3,5,1,1,1,14570,6,2,icon_cp_sp_05_005,icon_dj_cp_sp_05_005
903506,轻奢机械腕表,瑞士独立制表师手工孤品镂空雕花机芯，每年仅接3枚不公开竞价,1,3,5,1,1,1,15230,6,2,icon_cp_sp_05_006,icon_dj_cp_sp_05_006
903507,登焰打火机,登焰纯银打火机，老藏家从开盖声就能辨出年代——三十年代铆钉味，五十年代焊接味，七十年代一体成型，余韵一代比一代短,1,3,5,1,1,1,27040,11,3,icon_cp_sp_05_007,icon_dj_cp_sp_05_007
903508,万臻钢笔,万臻大班149，黑色树脂笔杆，镀金笔夹，活塞上墨。1924年推出，半世纪过去仍是商界大佬桌上的标配,1,3,5,2,1,2,24150,10,3,icon_cp_sp_05_008,icon_dj_cp_sp_05_008
903509,卡纹跃影豹胸饰,卡纹跃影豹胸饰珠宝名流藏家定制，猎豹成为最值钱的猫每只花纹不重复,1,3,5,2,2,4,31420,13,3,icon_cp_sp_05_009,icon_dj_cp_sp_05_009
903510,西洋留声机,美式手摇留声机大喇叭扩音，钢针播放78转唱片发条恰好播完一首标准曲,1,3,5,2,2,4,32130,13,4,icon_cp_sp_05_010,icon_dj_cp_sp_05_010
903601,喜马拉雅铂金包,绮藏喜马拉雅铂金包尼罗鳄皮渐变如雪线，年产极少镶钻款超40万美元,1,3,6,2,2,4,194600,81,21,icon_cp_sp_06_001,icon_dj_cp_sp_06_001
903602,雅叶珐琅项链,雅叶四叶草项链，绿色珐琅与黄金珠链相配，1968年面世后一直是好运题材里的常青款,1,3,6,2,1,2,293000,122,32,icon_cp_sp_06_002,icon_dj_cp_sp_06_002
903603,翡光星穹腕表,翡光5002双面表盘12项复杂功能，686个零件一年以上制作表王之王,1,3,6,1,1,1,1870000,779,210,icon_cp_sp_06_003,icon_dj_cp_sp_06_003
903604,斯卡奥小金人,奥斯卡小金人复刻典藏版铜镀24K金，独立编号附学院认证信,1,3,6,1,2,2,116600,49,13,icon_cp_sp_06_004,icon_dj_cp_sp_06_004
903605,斯翼尊享车标,斯翼银天使车标纯银镀金，1930年代装自动伸缩装置怕被偷更怕被风吹坏,1,3,6,1,1,1,78750,33,9,icon_cp_sp_06_005,icon_dj_cp_sp_06_005
904101,印刷风景明信片,名胜风景明信片套装，背面可写地址寄出,1,4,1,3,3,9,592,0,0,icon_cp_zh_01_001,icon_dj_cp_zh_01_001
904102,年画残片,民间年画破损残缺，门神脸图案尚可辨,1,4,1,1,1,1,112,0,0,icon_cp_zh_01_002,icon_dj_cp_zh_01_002
904103,旧字帖,普通字帖印刷品，临摹对象也是印刷品,1,4,1,1,1,1,118,0,0,icon_cp_zh_01_003,icon_dj_cp_zh_01_003
904104,手抄诗句,民间无名手抄诗句，纸面泛黄字迹端正无章法,1,4,1,1,2,2,184,0,0,icon_cp_zh_01_004,icon_dj_cp_zh_01_004
904105,旧对联,民间旧联纸已褪粉白，墨迹晕散红纸泛白,1,4,1,1,1,1,107,0,0,icon_cp_zh_01_005,icon_dj_cp_zh_01_005
904106,普通山水画,无名画作构图平庸设色呆板，市井装饰画,1,4,1,2,2,4,339,0,0,icon_cp_zh_01_006,icon_dj_cp_zh_01_006
904107,木刻年画残片,木版年画残片图案模糊，节庆遗物仅余碎片,1,4,1,1,1,1,226,0,0,icon_cp_zh_01_007,icon_dj_cp_zh_01_007
904108,中国新年春联一,印刷春联上联金字红底，标准化节日装饰,1,4,1,1,4,4,313,0,0,icon_cp_zh_01_008,icon_dj_cp_zh_01_008
904109,中国新年春联二,印刷春联下联与上联成套，左右一对,1,4,1,1,4,4,343,0,0,icon_cp_zh_01_009,icon_dj_cp_zh_01_009
904110,新年春联横幅,印刷春联横批四字吉语，贴上下联之间,1,4,1,2,1,2,384,0,0,icon_cp_zh_01_010,icon_dj_cp_zh_01_010
904201,印刷画折扇,印刷山水折扇竹骨折扇，日常生活实用品,1,4,2,2,2,4,881,0,0,icon_cp_zh_02_001,icon_dj_cp_zh_02_001
904202,印刷山水画壁纸,印刷山水壁纸卷装饰用，批量复制工业品,1,4,2,3,1,3,565,0,0,icon_cp_zh_02_002,icon_dj_cp_zh_02_002
904203,书法用卷轴,空白书法卷轴宣纸已装裱，练字基础耗材,1,4,2,3,5,15,1875,0,0,icon_cp_zh_02_003,icon_dj_cp_zh_02_003
904204,民国书法,民国文人字，笔力尚可文房旧物,1,4,2,1,3,3,1261,0,0,icon_cp_zh_02_004,icon_dj_cp_zh_02_004
904205,民间花鸟画,民间画工花鸟装饰画，设色鲜艳却乏基本功,1,4,2,4,2,8,1263,0,0,icon_cp_zh_02_005,icon_dj_cp_zh_02_005
904206,老照片画像,老式炭笔素描肖像画，纪念意义大于艺术,1,4,2,2,2,4,816,0,0,icon_cp_zh_02_006,icon_dj_cp_zh_02_006
904207,山水小景,小幅山水入门画作，构图简略墨色单一,1,4,2,1,2,2,466,0,0,icon_cp_zh_02_007,icon_dj_cp_zh_02_007
904208,吉祥字画,祈福民俗字画，色彩鲜艳装饰味浓,1,4,2,3,2,6,1005,0,0,icon_cp_zh_02_008,icon_dj_cp_zh_02_008
904209,文人信札残页,民国文人私信残页无署名，纸泛黄字潦草,1,4,2,1,2,2,566,0,0,icon_cp_zh_02_009,icon_dj_cp_zh_02_009
904210,水写毛笔,清水书写自动消失的练字笔，不费纸的习字器,1,4,2,2,1,2,931,0,0,icon_cp_zh_02_010,icon_dj_cp_zh_02_010
904301,字画涂鸦墙,艺术街区涂鸦墙局部拆移，街头文化色彩浓烈,1,4,3,5,4,20,8165,0,0,icon_cp_zh_03_001,icon_dj_cp_zh_03_001
904302,同人画册,同人原创手绘画册小批量，装帧简朴内容扎实,1,4,3,2,2,4,2864,0,0,icon_cp_zh_03_002,icon_dj_cp_zh_03_002
904303,小楷字帖,工整小楷笔笔到位，书法入门标准样本,1,4,3,2,2,4,2056,0,0,icon_cp_zh_03_003,icon_dj_cp_zh_03_003
904304,工笔花鸟,工笔花鸟细作层层渲染设色，得宋画遗意,1,4,3,2,2,4,2081,0,0,icon_cp_zh_03_004,icon_dj_cp_zh_03_004
904305,浅绛山水,淡赭石花青为主调的浅绛山水，文人画风,1,4,3,2,2,4,1983,0,0,icon_cp_zh_03_005,icon_dj_cp_zh_03_005
904306,行书条幅,行书条幅行气贯通，入古不深已具自家面貌,1,4,3,2,1,2,2909,0,0,icon_cp_zh_03_006,icon_dj_cp_zh_03_006
904307,三国演义连环画,人民美术出版社老版三国连环画全套，名家绘画,1,4,3,2,1,2,1181,0,0,icon_cp_zh_03_007,icon_dj_cp_zh_03_007
904308,水浒传连环画,水浒传连环画合集名家绘画，品相完好线装版,1,4,3,2,1,2,2736,0,0,icon_cp_zh_03_008,icon_dj_cp_zh_03_008
904309,红楼梦连环画,红楼梦连环画卡通彩绘传统装帧，每页独立成画,1,4,3,2,1,2,1195,0,0,icon_cp_zh_03_009,icon_dj_cp_zh_03_009
904310,河市繁胜图,一河两岸檐巷绵延，往来行旅熙攘，满卷皆是人间烟火气,1,4,3,2,1,2,1166,0,0,icon_cp_zh_03_010,icon_dj_cp_zh_03_010
904401,郑板桥《竹》,郑板桥《竹》，墨竹清瘦劲挺，以书入画笔笔见骨。竹如其人，瘦而不弱，节节分明,1,4,4,2,2,4,17650,0,0,icon_cp_zh_04_001,icon_dj_cp_zh_04_001
904402,《三虾图》,齐白石《三虾图》，三只虾墨色浓淡相宜，须爪灵动，构图新颖别致,1,4,4,2,2,4,10110,0,0,icon_cp_zh_04_002,icon_dj_cp_zh_04_002
904403,傅抱石《山水》,傅抱石《山水》，笔墨苍劲，抱石皴层层堆叠出山石肌理。笔锋散开像刷子横扫纸面，山石纹理一气呵成,1,4,4,2,2,4,9253,0,0,icon_cp_zh_04_003,icon_dj_cp_zh_04_003
904404,张大千《荷花》,"张大千《荷花》，泼墨泼彩层层叠加，浓艳不俗。大千晚年独创泼彩，把花鸟画抬到了山水格局，徐悲鸿称其""五百年来第一人""",1,4,4,2,2,4,6854,0,0,icon_cp_zh_04_004,icon_dj_cp_zh_04_004
904405,赵孟頫小楷,赵孟頫小楷，字势工整秀润，落笔不急不躁，放到案头就知道是老派书卷气,1,4,4,2,2,4,16620,0,0,icon_cp_zh_04_005,icon_dj_cp_zh_04_005
904406,文徵明行书,文徵明行书，明四家之一。行书以晋唐为宗，早年清秀晚年老辣，锋藏于内越老越醇,1,4,4,2,2,4,8225,0,0,icon_cp_zh_04_006,icon_dj_cp_zh_04_006
904407,金栗山藏经纸,金栗山藏经纸，宋代藏经用纸，纸面泛黄，纤维坚韧。宋纸存世极少，金栗山纸更是宋纸中的极品,1,4,4,4,2,8,15770,0,0,icon_cp_zh_04_007,icon_dj_cp_zh_04_007
904408,敦煌残画,敦煌残画，宗教艺术，色彩斑驳。千年前的矿物颜料配方无法复制，残片上的颜色比新画更珍贵,1,4,4,1,2,2,4032,0,0,icon_cp_zh_04_008,icon_dj_cp_zh_04_008
904409,御笔匾额,御笔匾额，金漆题字，皇家书法。清代宫廷建筑的原装构件——皇帝亲笔题写，工匠刻制上漆，拆下来的比挂在原位的少得多,1,4,4,4,1,4,8996,0,0,icon_cp_zh_04_009,icon_dj_cp_zh_04_009
904410,鲁迅木刻原版,鲁迅倡导的新兴木刻原版，1930年代名家手拓。木刻原版在印刷中会磨损——存世极少，每一块都是孤品,1,4,4,2,1,2,4687,0,0,icon_cp_zh_04_010,icon_dj_cp_zh_04_010
904501,富春残卷,黄公望《富春山居图》残卷，烧为两段，一段在浙江一段在台湾。六百年后两段隔着海峡，画里的富春江却仍完整流着,1,4,5,3,3,9,63980,27,7,icon_cp_zh_05_001,icon_dj_cp_zh_05_001
904502,《河图洛书》卷,龙马负图神龟背书的文明源头，历朝历代都在画无人见过真容,1,4,5,3,3,9,49490,21,5,icon_cp_zh_05_002,icon_dj_cp_zh_05_002
904503,《江山如此多娇》,关山月、傅抱石《江山如此多娇》，以毛泽东《沁园春·雪》词意为蓝本，雪山江流与红日同入巨幅山水,1,4,5,2,4,8,60840,25,7,icon_cp_zh_05_003,icon_dj_cp_zh_05_003
904504,林风眠《鹭》,林风眠《鹭》，彩墨鹭鸶伫立浅滩，中西融合里有一股孤冷气——他的鹭鸶画得比所有人都孤独,1,4,5,2,3,6,41740,17,5,icon_cp_zh_05_004,icon_dj_cp_zh_05_004
904505,《快雪时晴帖》,王羲之《快雪时晴帖》，行书名帖，全文四行二十八字，一封晴雪问候成了千年名帖,1,4,5,1,2,2,39510,16,4,icon_cp_zh_05_005,icon_dj_cp_zh_05_005
904506,《墨葡萄图》,徐渭《墨葡萄图》，大写意水墨纵横，笔势纵横洒落，葡萄酸劲都从墨色里滚出来,1,4,5,2,2,4,33930,14,4,icon_cp_zh_05_006,icon_dj_cp_zh_05_006
904507,《石鼓文》原拓,先秦石鼓文最早刻石文字，比秦始皇统一六国还早的汉字源头,1,4,5,2,2,4,30850,13,3,icon_cp_zh_05_007,icon_dj_cp_zh_05_007
904508,《兰亭序》摹本,冯承素摹王羲之《兰亭序》，双钩填墨，是现存最接近真迹的版本。王羲之每一笔都在，只是没沾到王羲之的手汗,1,4,5,1,2,2,40320,17,4,icon_cp_zh_05_008,icon_dj_cp_zh_05_008
904509,《清明上河图》摹本,《清明上河图》摹本，张择端原作的高精度摹本。绢本设色，全卷五米有余，人物舟车络绎,1,4,5,6,1,6,90810,38,10,icon_cp_zh_05_009,icon_dj_cp_zh_05_009
904510,乾隆御笔帖,"乾隆《御笔帖》，行书手帖，纸本墨迹，钤""乾隆御笔""印。帝王把自己当文人的执念都在字里",1,4,5,2,1,2,18350,8,2,icon_cp_zh_05_010,icon_dj_cp_zh_05_010
904511,大千泼彩,张大千《泼彩山水》，墨彩交融，气势磅礴，颜料像自己在纸上长成山,1,4,5,1,2,2,16730,7,2,icon_cp_zh_05_011,icon_dj_cp_zh_05_011
904601,《富春山居图》,黄公望《富春山居图》全卷，元画巅峰。耗时数年完成富春江两岸数百里景色，富春江水在六米长卷里慢慢走,1,4,6,2,2,4,198800,83,22,icon_cp_zh_06_001,icon_dj_cp_zh_06_001
904602,齐白石《虾》,齐白石《虾》长卷，数十只墨虾排开，水墨写意，从工笔到泼墨的六十余年摸索全在虾须里,1,4,6,3,1,3,140700,59,15,icon_cp_zh_06_002,icon_dj_cp_zh_06_002
904603,敦煌绢画画稿,敦煌壁画原始绢本画稿，千年画工手迹。画稿上的线条是画工在壁画下笔前打的草稿，壁画还没画人已经不在了，画稿留了下来,1,4,6,3,2,6,240800,100,26,icon_cp_zh_06_003,icon_dj_cp_zh_06_003
904604,《千里江山图》,王希孟《千里江山图》，18岁天才绝笔，青绿山水巅峰。画完这幅画就从历史中消失了，仿佛天借他的手画完就收了回去,1,4,6,3,2,6,688000,287,76,icon_cp_zh_06_004,icon_dj_cp_zh_06_004
904605,《奔马图》,徐悲鸿《奔马图》，中国近现代美术第一符号。马四蹄腾空离地奔跑的姿态——在此之前中国的马都是站着或走着的,1,4,6,2,2,4,171400,71,19,icon_cp_zh_06_005,icon_dj_cp_zh_06_005
904606,《女史箴图》,顾恺之《女史箴图》，人物细线连绵，宫廷女性的举止和规训都被收进同一卷里,1,4,6,2,2,4,7283000,3035,800,icon_cp_zh_06_006,icon_dj_cp_zh_06_006
904607,甲骨文原片,商代甲骨文原片，商人把问题刻在龟甲和兽骨上，用火烤了看裂纹判断吉凶——三千多年后这些裂纹成了中国最早的文字记录,1,4,6,2,2,4,186800,78,21,icon_cp_zh_06_007,icon_dj_cp_zh_06_007
904608,《夜宴图》,顾闳中《韩熙载夜宴图》，夜宴声色铺满整卷，偏偏把韩熙载的清醒也一起照得很亮,1,4,6,3,3,9,1050000,438,120,icon_cp_zh_06_008,icon_dj_cp_zh_06_008
904609,《洛神赋图》,顾恺之《洛神赋图》，曹植文字中的洛神被画成了可见的人。人物裙带飘举山水作景，以丝绸般连绵的线条开启了中国人物画的时代,1,4,6,2,2,4,339300,141,37,icon_cp_zh_06_009,icon_dj_cp_zh_06_009
904610,南海神图,岭南画派巨幅南海神图，画的是波涛画的更是岭南人的乡愁,1,4,6,3,2,6,243100,101,27,icon_cp_zh_06_010,icon_dj_cp_zh_06_010
904611,民国画报全集,良友点石斋民国画报全集，老照片里旗袍美人永远年轻的时光胶囊,1,4,6,2,2,4,137100,57,15,icon_cp_zh_06_011,icon_dj_cp_zh_06_011
904612,《清明上河图》,张择端《清明上河图》，中国风俗画第一长卷，汴河两岸每一个被数到的人都在这条河上忙着自己的日子,1,4,6,6,1,6,1880000,783,210,icon_cp_zh_06_012,icon_dj_cp_zh_06_012
905101,软泥印子,生物印痕化石形态模糊，依稀可辨曾有什么走过,1,5,1,2,2,4,631,0,0,icon_cp_hs_01_001,icon_dj_cp_hs_01_001
905102,树皮印石,树皮印在石头上的痕迹，树木早已化作泥土,1,5,1,2,2,4,366,0,0,icon_cp_hs_01_002,icon_dj_cp_hs_01_002
905103,小泥化石,泥层微型化石痕迹，需放大镜看清微小的生物轮廓,1,5,1,2,2,4,357,0,0,icon_cp_hs_01_003,icon_dj_cp_hs_01_003
905104,碎藻石头,含碎藻类化石的普通石头，零星藻类印迹可辨,1,5,1,3,1,3,274,0,0,icon_cp_hs_01_004,icon_dj_cp_hs_01_004
905105,节肢硬壳,古代节肢动物外壳碎片，甲壳表面有细密纹路,1,5,1,2,1,2,386,0,0,icon_cp_hs_01_005,icon_dj_cp_hs_01_005
905106,泥中碎石,无化石特征的普通碎石，沉积岩常见夹杂物,1,5,1,1,1,1,102,0,0,icon_cp_hs_01_006,icon_dj_cp_hs_01_006
905107,风化岩屑,岩石风化碎屑边缘尖锐，无标本价值,1,5,1,1,1,1,111,0,0,icon_cp_hs_01_007,icon_dj_cp_hs_01_007
905108,碎云母片,云母碎片层层剥落，阳光下闪光无收藏意义,1,5,1,1,1,1,103,0,0,icon_cp_hs_01_008,icon_dj_cp_hs_01_008
905109,粗石敢当,民间石敢当形制粗糙，辟邪奇石风雨侵蚀有坑洞,1,5,1,1,1,1,230,0,0,icon_cp_hs_01_009,icon_dj_cp_hs_01_009
905110,原虫小石子,疑似原虫化石的小石子，圆润光滑需专业确认,1,5,1,1,1,1,132,0,0,icon_cp_hs_01_010,icon_dj_cp_hs_01_010
905201,石灰岩贝印,石灰岩上模糊贝类印痕，双壳类生物遗迹,1,5,2,3,2,6,876,0,0,icon_cp_hs_02_001,icon_dj_cp_hs_02_001
905202,碎石化石,普通化石碎块残破到连专家也摇头，无收藏价值,1,5,2,2,2,4,797,0,0,icon_cp_hs_02_002,icon_dj_cp_hs_02_002
905203,贝壳化石,常见贝壳化石存世量大，标本级入门品,1,5,2,2,2,4,899,0,0,icon_cp_hs_02_003,icon_dj_cp_hs_02_003
905204,植物化石,普通植物印痕叶子轮廓清晰，蕨类或裸子叶片,1,5,2,2,2,4,1656,0,0,icon_cp_hs_02_004,icon_dj_cp_hs_02_004
905205,鱼骨化石,鱼骨化石，骨骼排列清晰，常见品种,1,5,2,1,2,2,404,0,0,icon_cp_hs_02_005,icon_dj_cp_hs_02_005
905206,虫迹化石,虫类爬行痕迹弯曲细长，古生物活动遗迹佐证,1,5,2,1,2,2,422,0,0,icon_cp_hs_02_006,icon_dj_cp_hs_02_006
905207,碎螺壳,常见螺壳，纹路清晰，形态完整,1,5,2,2,1,2,473,0,0,icon_cp_hs_02_007,icon_dj_cp_hs_02_007
905208,粗晶石英簇,工业级石英簇晶体粗糙，内含杂质较多量大常见,1,5,2,1,1,1,557,0,0,icon_cp_hs_02_008,icon_dj_cp_hs_02_008
905209,太湖石碎块,太湖石碎片略有漏透感，瘦皱漏透四字只占半字,1,5,2,1,1,1,296,0,0,icon_cp_hs_02_009,icon_dj_cp_hs_02_009
905210,鹅卵石化石,形似化石的普通鹅卵石光滑圆润，常让外行误认,1,5,2,1,1,1,325,0,0,icon_cp_hs_02_010,icon_dj_cp_hs_02_010
905301,三叶虫碎片,三叶虫头尾残片复眼可见，入门级古生代化石,1,5,3,2,2,4,4827,0,0,icon_cp_hs_03_001,icon_dj_cp_hs_03_001
905302,螺化石,古代螺类化石壳层纹清晰，旋绕完整表面有风化,1,5,3,2,2,4,2745,0,0,icon_cp_hs_03_002,icon_dj_cp_hs_03_002
905303,珊瑚化石,古代珊瑚蜂窝状结构明显，常见品种表面钙质沉积,1,5,3,1,3,3,2248,0,0,icon_cp_hs_03_003,icon_dj_cp_hs_03_003
905304,昆虫化石残件,昆虫化石完整，翅膀轮廓清晰，入门收藏级,1,5,3,1,3,3,3849,0,0,icon_cp_hs_03_004,icon_dj_cp_hs_03_004
905305,木化石小块,硅化木小块年轮纹理清楚，纤维已被二氧化硅替代,1,5,3,3,1,3,2210,0,0,icon_cp_hs_03_005,icon_dj_cp_hs_03_005
905306,完整三叶虫,完整三叶虫头胸尾齐全卷曲姿态，收藏入门精品,1,5,3,2,1,2,1169,0,0,icon_cp_hs_03_006,icon_dj_cp_hs_03_006
905307,大型螺化石,大型古生代螺形态完整，壳口清晰螺旋纹上有生长线,1,5,3,2,1,2,2728,0,0,icon_cp_hs_03_007,icon_dj_cp_hs_03_007
905308,完整昆虫化石,昆虫完整躯体翅膀展开触角足部细节清晰,1,5,3,1,1,1,974,0,0,icon_cp_hs_03_008,icon_dj_cp_hs_03_008
905309,萤石晶簇,蓝绿色萤石晶簇紫外光下晶莹剔透，矿物收藏入门,1,5,3,1,1,1,722,0,0,icon_cp_hs_03_009,icon_dj_cp_hs_03_009
905310,小型灵璧石,灵璧石小件，击之有声如磬。瘦皱漏透，敲一声就知道是不是真货,1,5,3,1,1,1,1705,0,0,icon_cp_hs_03_010,icon_dj_cp_hs_03_010
905401,恐龙牙齿化石,恐龙牙齿化石，完整锋利，牙釉质光泽保存了亿万年。化石收藏里人气最高的品类,1,5,4,2,4,8,12820,0,0,icon_cp_hs_04_001,icon_dj_cp_hs_04_001
905402,猛犸象牙碎片,猛犸象牙碎片，纹理清晰，距今约一万年。西伯利亚冻土里挖出的象牙纹理保存完好,1,5,4,3,4,12,17240,0,0,icon_cp_hs_04_002,icon_dj_cp_hs_04_002
905403,三叶虫王冠虫,稀有品种三叶虫王冠虫，品相顶级，古生代海洋。头部王冠状结构，两万种三叶虫里数它最贵,1,5,4,2,2,4,7289,0,0,icon_cp_hs_04_003,icon_dj_cp_hs_04_003
905404,琥珀昆虫内含物,天然虫珀，内含完整昆虫，白垩纪至第三纪。树脂滴落时恰好裹住一只虫，千万年后翅膀纹路清晰如初,1,5,4,2,2,4,16230,0,0,icon_cp_hs_04_004,icon_dj_cp_hs_04_004
905405,恐龙蛋碎片,恐龙蛋破碎壳体，纹理清晰，白垩纪。完整的恐龙蛋极少见，蛋壳碎片是入门级收藏,1,5,4,2,2,4,7454,0,0,icon_cp_hs_04_005,icon_dj_cp_hs_04_005
905406,海百合化石群,远古海百合群落化石，群体保存。海百合是长得像花的海洋动物——不是植物，和现代海洋里的海星海参是近亲,1,5,4,1,3,3,6602,0,0,icon_cp_hs_04_006,icon_dj_cp_hs_04_006
905407,史前龟甲化石,完整龟甲化石，甲片纹路清晰，年代久远。龟壳是化石中最容易保存完整的结构——天生一副防护装甲,1,5,4,3,1,3,6068,0,0,icon_cp_hs_04_007,icon_dj_cp_hs_04_007
905408,紫水晶洞切片,紫水晶洞切片，晶粒饱满，颜色浓紫。亿万年前含硅热液灌注岩洞，冷却结晶为紫色晶簇。切开后每一片都是独一无二的,1,5,4,1,2,2,9452,0,0,icon_cp_hs_04_008,icon_dj_cp_hs_04_008
905409,雨花石精品,南京雨花石精品，石内纹理天然成像。长江水冲千万年磨圆的石头，切开后里面的纹理像一幅画,1,5,4,1,2,2,5310,0,0,icon_cp_hs_04_009,icon_dj_cp_hs_04_009
905410,菊石完整壳体,完整菊石化石，壳体缝合线花纹艳丽。菊石和现代鹦鹉螺是近亲——每种菊石的花纹都是独一无二的指纹,1,5,4,1,1,1,6029,0,0,icon_cp_hs_04_010,icon_dj_cp_hs_04_010
905501,霸王龙化石,白垩纪霸王龙牙齿残件，长30厘米锋利如剃刀边缘带锯齿,1,5,5,3,2,6,40350,17,4,icon_cp_hs_05_001,icon_dj_cp_hs_05_001
905502,灵璧石·听风,安徽灵璧文人赏石叩击有金属声，宋代贡石四大名石之首瘦皱漏透,1,5,5,1,3,3,23740,10,3,icon_cp_hs_05_002,icon_dj_cp_hs_05_002
905503,铲齿象鼻化石,中新世铲齿象下颌铲形门齿，千多万年前挖水草吃的古象,1,5,5,1,4,4,33460,14,4,icon_cp_hs_05_003,icon_dj_cp_hs_05_003
905504,和田玉籽料原石,新疆和田玉籽料原石留有皮色，万年河水磨圆的顶级玉料,1,5,5,1,1,1,25330,11,3,icon_cp_hs_05_004,icon_dj_cp_hs_05_004
905505,喜马拉雅鱼龙,西藏出土鱼龙脊椎骨，证明青藏高原曾是海洋如今成了世界屋脊,1,5,5,2,4,8,63130,26,7,icon_cp_hs_05_005,icon_dj_cp_hs_05_005
905506,澄江奇虾化石,寒武纪奇虾体长1米顶级掠食者，5.18亿年前海洋最可怕的怪物,1,5,5,2,4,8,62050,26,7,icon_cp_hs_05_006,icon_dj_cp_hs_05_006
905507,猛犸象化石,西伯利亚猛犸象牙齿冠纹理完整，冰河长毛象的古老象牙,1,5,5,1,1,1,11570,5,1,icon_cp_hs_05_007,icon_dj_cp_hs_05_007
905508,完整恐龙蛋,完整未孵化恐龙蛋壳面密布细纹，恐龙走了蛋留下了的远古遗存,1,5,5,2,4,8,64750,27,7,icon_cp_hs_05_008,icon_dj_cp_hs_05_008
905509,掠食者牙齿,顶级肉食动物牙齿化石齿尖锋利，它活着靠牙吃饭死后牙养三代藏家,1,5,5,2,1,2,40150,17,4,icon_cp_hs_05_009,icon_dj_cp_hs_05_009
905510,虫珀完整蜥蜴,琥珀内完整蜥蜴四肢伸展卷尾，一亿年前被松脂定格的那一秒,1,5,5,3,1,3,22140,9,2,icon_cp_hs_05_010,icon_dj_cp_hs_05_010
905601,东方剑齿象骨架,更新世东方剑齿象完整骨架，象牙粗壮向上弯曲完整拼出比挖到金子还难,1,5,6,3,2,6,1275000,531,140,icon_cp_hs_06_001,icon_dj_cp_hs_06_001
905602,翼龙化石,中国翼龙翼膜骨骼印痕清晰，辽西热河生物群使中国成翼龙研究中心,1,5,6,2,2,4,318000,133,35,icon_cp_hs_06_002,icon_dj_cp_hs_06_002
905603,巨齿鲨牙齿,巨齿鲨牙齿三角形锯齿锋利，史前18米巨型鲨鱼牙齿比人手大,1,5,6,2,2,4,190500,79,21,icon_cp_hs_06_003,icon_dj_cp_hs_06_003
905604,铁陨石切片,新疆铁陨石切片维德曼花纹清晰，外星铁独有的交叉条纹地球练不出,1,5,6,2,2,4,155700,65,17,icon_cp_hs_06_004,icon_dj_cp_hs_06_004
905605,昌化鸡血石原石,昌化鸡血石大红袍血色鲜红，印章石之王红色来自辰砂颗粒分布,1,5,6,1,1,1,66380,28,7,icon_cp_hs_06_005,icon_dj_cp_hs_06_005
906101,过期瓶装茶,过期瓶装茶饮料标签褪色瓶底有沉淀，已过保质期三年,1,6,1,2,3,6,472,0,0,icon_cp_ml_01_001,icon_dj_cp_ml_01_001
906102,粗制散茶,市井粗茶无年份无包装，茶叶碎末混茎梗汤色浑浊,1,6,1,1,1,1,257,0,0,icon_cp_ml_01_002,icon_dj_cp_ml_01_002
906103,普通米酒,民间自酿米酒度数低口感淡，酒液乳白微酸,1,6,1,2,2,4,317,0,0,icon_cp_ml_01_003,icon_dj_cp_ml_01_003
906104,陈年碎茶末,陈年碎茶存放不当茶香尽散，只剩仓储气味,1,6,1,2,1,2,192,0,0,icon_cp_ml_01_004,icon_dj_cp_ml_01_004
906105,果酒残液,简易果酒，色泽淡粉，味道寡淡,1,6,1,1,1,1,243,0,0,icon_cp_ml_01_005,icon_dj_cp_ml_01_005
906106,散装粗酒,廉价散装白酒辛辣刺鼻，玻璃瓶装,1,6,1,1,1,1,108,0,0,icon_cp_ml_01_006,icon_dj_cp_ml_01_006
906107,老坛糟底酒,老坛底部糟酒浑浊带悬浮物，酿酒剩下的边角料,1,6,1,1,1,1,125,0,0,icon_cp_ml_01_007,icon_dj_cp_ml_01_007
906108,散装米酒,农家自酿米酒甜度偏高，存放时间不明无工艺可言,1,6,1,1,1,1,113,0,0,icon_cp_ml_01_008,icon_dj_cp_ml_01_008
